Frog,Morph,Color,Slide/section,Total area,Melanophores,%mel,Xanthophores,%xan,Glands,%glands,Epidermis,Data analyzed
PC26,striped,green,S14-2-1,201305,26325,13.08,0,0.00,0,0.00,33877,8/10
PO16,striped,green,S1-1-1,326441,33619,10.30,32705,10.02,0,0.00,80648,8/10
PO16,striped,green,S1-1-2,171912,23214,13.50,17939,10.43,0,0.00,34649,8/10
PO16,striped,green,S1-2-1,284515,39293,13.81,33673,11.84,4997,1.76,78539,8/10
PO16,striped,green,S2-1-1,299897,38318,12.78,16263,5.42,14560,4.86,67013,8/10
PO16,striped,green,S2-2-1,445956,45251,10.15,32165,7.21,0,0.00,83249,8/10
PO16,striped,green,S2-3-1,384952,36798,9.56,25171,6.54,0,0.00,76002,8/10
PO16,striped,green,S3-1-1,344957,45023,13.05,17925,5.20,0,0.00,66587,8/10
PO16,striped,green,S3-2-1,333154,48498,14.56,19068,5.72,0,0.00,66063,8/10
PO16,striped,green,S3-3-1,312780,20269,6.48,40116,12.83,0,0.00,16705,8/10
PO16,striped,green,S4-1-1,280609,41028,14.62,13494,4.81,5345,1.90,63120,8/10
PO16,striped,green,S5-1-1,398938,51324,12.87,13742,3.44,12716,3.19,65137,8/10
SAO3,striped,orange,S1-1-1,473389,38151,8.06,38649,8.16,0,0.00,65218,8/13
SAO3,striped,orange,S1-2-1,417758,38832,9.30,38621,9.24,16019,3.83,60377,8/13
SAO3,striped,orange,S1-3-1,578639,67403,11.65,42299,7.31,18546,3.21,96686,8/13
SAO3,striped,orange,S2-1-1,559959,38882,6.94,38924,6.95,16260,2.90,64667,8/13
SAO3,striped,orange,S2-1-2,416524,33435,8.03,21941,5.27,0,0.00,78245,8/13
SAO3,striped,orange,S2-2-2,353661,38426,10.87,30524,8.63,0,0.00,63180,8/13
SAO3,striped,orange,S2-3-1,559004,50034,8.95,29355,5.25,19262,3.45,82002,8/13
SAO3,striped,orange,S2-3-2,428880,32855,7.66,13638,3.18,0,0.00,82874,8/13
SAO3,striped,orange,S3-1-1,535470,50556,9.44,47262,8.83,14967,2.80,69741,8/13
SAO3,striped,orange,S3-1-2,176297,15571,8.83,14392,8.16,0,0.00,36017,8/13
SAO3,striped,orange,S3-2-1,481970,36788,7.63,32257,6.69,12990,2.70,69696,8/13
SAO3,striped,orange,S3-2-2,232054,19562,8.43,7620,3.28,0,0.00,34283,8/13
SAO3,striped,orange,S3-3-1,420082,24242,5.77,26901,6.40,0,0.00,53525,8/13
SAO3,striped,orange,S3-3-2,419856,36949,8.80,19971,4.76,0,0.00,59815,8/13
SAO3,striped,orange,S4-1-1,383373,28906,7.54,0,0.00,0,0.00,74380,8/13
SAO3,striped,orange,S4-1-2,363410,21778,5.99,14393,3.96,0,0.00,52591,8/13
SAO3,striped,orange,S4-2-1,414165,27494,6.64,30540,7.37,26743,6.46,74257,8/13
SAO3,striped,orange,S4-3-1,458987,33620,7.32,35831,7.81,0,0.00,63322,8/13
SAO3,striped,orange,S4-3-2,391857,29869,7.62,34677,8.85,19961,5.09,73624,8/13
VAO1,varadero,orange,S2-1-1,212055,21352,10.07,16892,7.97,8155,3.85,58461,8/13
VAO1,varadero,orange,S2-2-1,251533,20930,8.32,21312,8.47,9327,3.71,63546,8/13
VAO1,varadero,orange,S2-3-1,200925,14933,7.43,13082,6.51,14396,7.16,50301,8/13
VAO1,varadero,orange,S3-3-1,168845,14626,8.66,8716,5.16,6054,3.59,43991,8/13
VAO1,varadero,orange,S4-1-1,209801,27864,13.28,11349,5.41,0,0.00,66545,8/13
VAO1,varadero,orange,S4-1-2,245483,16042,6.53,21802,8.88,15835,6.45,56237,8/13
VAO1,varadero,orange,S4-2-1,227661,18263,8.02,16934,7.44,10643,4.67,52864,8/13
VAO1,varadero,orange,S4-2-2,210076,22009,10.48,15762,7.50,0,0.00,62993,8/13
VAO1,varadero,orange,S4-3-1,287046,23533,8.20,29606,10.31,36063,12.56,86393,8/13
VAO1,varadero,orange,S4-3-2,262822,24773,9.43,16449,6.26,6593,2.51,69893,8/13
VAO1,varadero,orange,S5-1-2,349359,22721,6.50,19419,5.56,35424,10.14,92442,8/13
VAO1,varadero,orange,S5-2-1,302270,20201,6.68,25387,8.40,31512,10.43,84854,8/13
VAO1,varadero,orange,S5-3-1,359308,24184,6.73,39079,10.88,0,0.00,107857,8/13
VAO1,varadero,orange,S6-2-1,257266,22351,8.69,25748,10.01,9506,3.70,71931,8/13
VAO1,varadero,orange,S6-3-1,389396,32298,8.29,41525,10.66,53087,13.63,101223,8/13
VAO1,varadero,orange,S6-4-1,419684,38740,9.23,39378,9.38,18967,4.52,97619,8/13
VAO1,varadero,orange,S7-1-1,286180,22930,8.01,21195,7.41,31058,10.85,79442,8/13
VAO1,varadero,orange,S7-2-1,379168,27777,7.33,29150,7.69,38223,10.08,89391,8/13
VAO1,varadero,orange,S7-3-1,422990,43416,10.26,32983,7.80,22277,5.27,97971,8/13
VAO1,varadero,orange,S8-1-1,251235,19915,7.93,20378,8.11,14351,5.71,63447,8/13
VAO1,varadero,orange,S8-1-2,266424,20369,7.65,21266,7.98,30576,11.48,68193,8/13
VAO1,varadero,orange,S8-2-1,252316,23783,9.43,19679,7.80,0,0.00,58319,8/13
VAO1,varadero,orange,S8-2-2,285454,25755,9.02,26608,9.32,19261,6.75,78477,8/13
VAO1,varadero,orange,S8-3-1,294107,30304,10.30,17514,5.95,23477,7.98,65631,8/13
VAO1,varadero,orange,S9-2-1,478072,50372,10.54,30235,6.32,28988,6.06,115240,8/13
VAO1,varadero,orange,S9-3-2,257674,17230,6.69,12996,5.04,17160,6.66,57766,8/13
VAO1,varadero,orange,S10-1-1,260336,17879,6.87,17712,6.80,25957,9.97,66504,8/13
VAO1,varadero,orange,S10-1-2,177382,14914,8.41,12015,6.77,16245,9.16,35160,8/13
VAO1,varadero,orange,S10-2-1,302910,22335,7.37,27796,9.18,21350,7.05,86723,8/13
VAO1,varadero,orange,S10-2-2,220243,21844,9.92,15637,7.10,31029,14.09,54984,8/13
VAO1,varadero,orange,S10-3-1,359101,33356,9.29,28451,7.92,40330,11.23,80559,8/13
VAO1,varadero,orange,S10-3-2,246269,23496,9.54,0,0.00,13367,5.43,65274,8/13
VAO1,varadero,orange,S11-1-1,264931,20612,7.78,12464,4.70,34259,12.93,73236,8/13
VAO1,varadero,orange,S11-1-2,316216,24074,7.61,23345,7.38,36032,11.39,78287,8/13
VAO1,varadero,orange,S11-2-1,313508,27494,8.77,17475,5.57,27350,8.72,84846,8/13
VAO1,varadero,orange,S11-3-1,262045,14747,5.63,12743,4.86,33842,12.91,63364,8/13
VAO2,varadero,orange,S1-1-1,341174,17447,5.11,11075,3.25,44476,13.04,35540,8/13
VAO2,varadero,orange,S1-2-1,379581,29446,7.76,8984,2.37,105744,27.86,43165,8/13
VAO2,varadero,orange,S1-3-1,387520,30221,7.80,25813,6.66,96148,24.81,42234,8/13
VAO4,varadero,orange,S1-1-1,218785,23441,10.71,16960,7.75,9386,4.29,36784,8/13
VAO4,varadero,orange,S1-1-2,292743,29616,10.12,21919,7.49,0,0.00,53762,8/13
VAO4,varadero,orange,S1-2-1,291932,34375,11.78,31129,10.66,6457,2.21,62444,8/13
VAO4,varadero,orange,S1-3-1,285124,32508,11.40,37498,13.15,0,0.00,60127,8/13
VAO4,varadero,orange,S4-1-1,243369,49790,20.46,20886,8.58,4350,1.79,59832,8/13
VAO4,varadero,orange,S7b-1-1,507575,41591,8.19,52738,10.39,0,0.00,77320,8/13
VAO4,varadero,orange,S7b-1-2,247227,22377,9.05,31507,12.74,0,0.00,36107,8/13
VAO4,varadero,orange,S7b-2-1,597238,40898,6.85,50227,8.41,50826,8.51,73070,8/13
VAO4,varadero,orange,S7b-2-2,454432,36192,7.96,36630,8.06,19268,4.24,47882,8/13
VAO4,varadero,orange,S7b-3-1,591718,50020,8.45,53030,8.96,29290,4.95,99054,8/13
VAO4,varadero,orange,S7b-3-2,524689,39447,7.52,49737,9.48,0,0.00,77560,8/13
VAO4,varadero,orange,S9-1-1,170150,21875,12.86,22236,13.07,8845,5.20,44851,8/13
VAO4,varadero,orange,S9-2-1,191979,29621,15.43,5304,2.76,19139,9.97,52111,8/13
VAO4,varadero,orange,S9b-1-1,410186,24990,6.09,30214,7.37,6358,1.55,61237,8/13
VAO4,varadero,orange,S9b-2-1,482763,39612,8.21,43055,8.92,27837,5.77,68933,8/13
VAO4,varadero,orange,S9b-2-2,436979,31067,7.11,27946,6.40,12489,2.86,61497,8/13
VAO4,varadero,orange,S9b-3-1,431720,40752,9.44,34383,7.96,21964,5.09,72273,8/13
VAO4,varadero,orange,S10b-1-1,462579,42126,9.11,41120,8.89,9470,2.05,74978,8/13
VAO4,varadero,orange,S10b-2-1,370735,26139,7.05,32295,8.71,0,0.00,47319,8/13
VAO4,varadero,orange,S10b-3-1,519625,46363,8.92,47616,9.16,28179,5.42,75228,8/13
VAO4,varadero,orange,S13-1-1,612155,59697,9.75,52065,8.51,0,0.00,93411,8/13
VAO4,varadero,orange,S13-1-2,340486,28887,8.48,7474,2.20,31239,9.17,48397,8/13
VAO4,varadero,orange,S13-2-1,537571,41585,7.74,60374,11.23,0,0.00,84616,8/13
VAO4,varadero,orange,S13-2-2,309177,19565,6.33,21960,7.10,8051,2.60,52347,8/13
VAO4,varadero,orange,S13-3-1,337530,24865,7.37,6993,2.07,25049,7.42,48390,8/13
VAO5,varadero,orange,S2-3-1,562397,37960,6.75,38674,6.88,72280,12.85,47477,8/13
VAO5,varadero,orange,S2-4-1,453421,33859,7.47,47467,10.47,41265,9.10,37243,8/13
VAO5,varadero,orange,S5-1-2,483164,39636,8.20,28071,5.81,34285,7.10,58436,8/13
VAO5,varadero,orange,S5-2-1,461431,33939,7.36,26840,5.82,104994,22.75,48028,8/13
VAO5,varadero,orange,S5-3-1,434987,41104,9.45,69948,16.08,35470,8.15,60404,8/13
VAO5,varadero,orange,S5-3-2,499037,30039,6.02,19027,3.81,30744,6.16,48768,8/13
VAO5,varadero,orange,S6-1-1,582306,52553,9.02,39815,6.84,114250,19.62,66094,8/13
VAO5,varadero,orange,S6-1-2,474079,30104,6.35,21616,4.56,83160,17.54,59472,8/13
VAO5,varadero,orange,S6-2-1,426345,33474,7.85,44046,10.33,78809,18.48,69132,8/13
VAO5,varadero,orange,S6-2-2,507775,44299,8.72,41528,8.18,65324,12.86,47332,8/13
VAO5,varadero,orange,S6-3-1,474125,49157,10.37,35009,7.38,67928,14.33,66455,8/13
VAO5,varadero,orange,S7-1-1,595578,37591,6.31,42317,7.11,84974,14.27,74020,8/13
VAO5,varadero,orange,S7-2-1,478265,39910,8.34,41269,8.63,34656,7.25,65498,8/13
VAO5,varadero,orange,S7-3-1,432553,37975,8.78,38804,8.97,27420,6.34,70611,8/13
VAO5,varadero,orange,S8-1-1,501496,46598,9.29,32761,6.53,84282,16.81,67393,8/13
VAO5,varadero,orange,S8-2-1,480800,49597,10.32,23497,4.89,39235,8.16,54902,8/13
VAO5,varadero,orange,S8-3-1,392900,35204,8.96,22232,5.66,43985,11.19,53504,8/13
VAO5,varadero,orange,S9-1-1,363678,30916,8.50,36451,10.02,15031,4.13,56740,8/13
VAO5,varadero,orange,S10-1-1,266461,38162,14.32,30824,11.57,8775,3.29,62226,8/13
VAO5,varadero,orange,S10-2-1,295177,31341,10.62,19642,6.65,22913,7.76,49151,8/13
VAO5,varadero,orange,S10-2-2,367654,36692,9.98,28063,7.63,29521,8.03,60301,8/13
VAO5,varadero,orange,S10-3-1,247451,24607,9.94,17924,7.24,4633,1.87,47479,8/13
VAO5,varadero,orange,S10-3-2,324871,22540,6.94,29794,9.17,8698,2.68,53761,8/13
VAO5,varadero,orange,S11-3-1,419021,40108,9.57,39519,9.43,9243,2.21,64542,8/13
VAO5,varadero,orange,S13-3-1,483322,49490,10.24,14497,3.00,31702,6.56,50670,8/13
VAO5,varadero,orange,S14-1-1,486191,46262,9.52,29197,6.01,37252,7.66,92968,8/13
VAO5,varadero,orange,S14-2-1,347929,39322,11.30,22555,6.48,20162,5.79,61061,8/13
VAO5,varadero,orange,S16-1-1,611864,51560,8.43,24064,3.93,70537,11.53,67626,8/13
VAO5,varadero,orange,S16-3-1,364019,54905,15.08,6641,1.82,49053,13.48,52866,8/13
VAO6,varadero,orange,S2-1-1,518150,24714,4.77,47243,9.12,108269,20.90,64673,8/13
VAO6,varadero,orange,S2-1-2,379541,18566,4.89,42075,11.09,50814,13.39,43836,8/13
VAO6,varadero,orange,S2-2-1,361120,15846,4.39,32552,9.01,85236,23.60,50618,8/13
VAO6,varadero,orange,S2-3-1,530435,34444,6.49,50423,9.51,57858,10.91,64542,8/13
VAO6,varadero,orange,S2-3-2,482687,14591,3.02,44583,9.24,81781,16.94,64772,8/13
VAO6,varadero,orange,S3-1-2,441026,24014,5.45,51686,11.72,29291,6.64,62575,8/13
VAO6,varadero,orange,S3-2-1,506579,17958,3.54,42705,8.43,63621,12.56,56213,8/13
VAO6,varadero,orange,S3-2-2,358097,14209,3.97,40944,11.43,71251,19.90,45836,8/13
VAO6,varadero,orange,S4-1-1,406525,26164,6.44,22741,5.59,91141,22.42,53437,8/13
VAO6,varadero,orange,S4-2-1,409846,39394,9.61,24338,5.94,57320,13.99,62426,8/13
VAO6,varadero,orange,S4-3-1,422703,30559,7.23,20155,4.77,87351,20.66,68489,8/13
VAO6,varadero,orange,S4-3-2,496648,33609,6.77,23358,4.70,73857,14.87,58127,8/13
VAO6,varadero,orange,S5-1-1,590867,33326,5.64,25779,4.36,114798,19.43,53777,8/13
VAO6,varadero,orange,S5-1-2,252218,18282,7.25,6305,2.50,52070,20.64,35257,8/13
VAO6,varadero,orange,S5-2-1,558154,33622,6.02,24145,4.33,115173,20.63,50803,8/13
VAO6,varadero,orange,S5-2-2,517815,43721,8.44,28303,5.47,66039,12.75,56755,8/13
VAO6,varadero,orange,S5-3-1,535886,33184,6.19,28963,5.40,89299,16.66,76883,8/13
VAO6,varadero,orange,S5-3-2,587049,21546,3.67,44615,7.60,65300,11.12,76317,8/13
VAO6,varadero,orange,S7-1-2,423588,18051,4.26,36364,8.58,45274,10.69,46407,8/13
VAO6,varadero,orange,S7-2-1,450754,29320,6.50,6809,1.51,30059,6.67,45634,8/13
VAO6,varadero,orange,S7-2-2,411969,24198,5.87,16010,3.89,35478,8.61,52047,8/13
VAO6,varadero,orange,S7-3-1,361102,28778,7.97,14905,4.13,78049,21.61,45822,8/13
VAO6,varadero,orange,S7-3-2,582706,20165,3.46,51710,8.87,162943,27.96,71518,8/13
VAO6,varadero,orange,S10-1-1,535077,20437,3.82,44660,8.35,58849,11.00,69226,8/13
VAO6,varadero,orange,S10-2-1,463926,14941,3.22,34885,7.52,99251,21.39,42971,8/13
VAO6,varadero,orange,S10-2-2,514540,27818,5.41,36665,7.13,62591,12.16,68417,8/13
VAO6,varadero,orange,S10-3-1,415922,16157,3.88,34600,8.32,46497,11.18,55964,8/13
VAO6,varadero,orange,S11-1-1,297057,13475,4.54,31047,10.45,21155,7.12,41265,8/13
VAO6,varadero,orange,S13-1-1,539760,16697,3.09,37116,6.88,46433,8.60,69566,8/13
VAO6,varadero,orange,S13-2-1,467104,25530,5.47,42852,9.17,22967,4.92,72584,8/13
SAO4,banded,orange,S6-1-1,551078,33936,6.16,0,0.00,43175,7.83,57046,8/14
SAO4,banded,orange,S6-1-2,484657,43129,8.90,30720,6.34,13631,2.81,59959,8/14
SAO4,banded,orange,S6-2-1,460979,34486,7.48,31048,6.74,32355,7.02,58404,8/14
SAO4,banded,orange,S6-2-2,419100,38588,9.21,29669,7.08,5571,1.33,58484,8/14
SAO4,banded,orange,S6-3-1,540639,48782,9.02,49306,9.12,0,0.00,72870,8/14
SAO4,banded,orange,S6-3-2,500917,37771,7.54,38494,7.68,48758,9.73,66983,8/14
SAO4,banded,orange,S8-1-1,461599,41711,9.04,36261,7.86,12767,2.77,60277,8/14
SAO4,banded,orange,S8-2-1,583761,41911,7.18,36823,6.31,0,0.00,59799,8/14
SAO4,banded,orange,S8-3-1,653001,64756,9.92,48617,7.45,46302,7.09,73427,8/14
SAO4,banded,orange,S15-1-1,549348,48657,8.86,51545,9.38,0,0.00,76557,8/14
SAO4,banded,orange,S15-3-1,607593,57420,9.45,56188,9.25,19712,3.24,68909,8/14
SAO4,banded,orange,S17-1-2,498622,43390,8.70,36331,7.29,9271,1.86,57841,8/14
SAO4,banded,orange,S17-2-1,648398,52659,8.12,56221,8.67,39066,6.03,85579,8/14
SAO4,banded,orange,S17-3-1,663514,59323,8.94,40732,6.14,4287,0.65,94391,8/14
SAO4,banded,orange,S17-3-2,581248,57450,9.88,39089,6.73,31645,5.44,80167,8/14
VAO2,varadero,orange,S2-1-1,402363,38644,9.60,9682,2.41,120559,29.96,67161,8/14
VAO2,varadero,orange,S2-1-2,383098,30571,7.98,5956,1.55,102622,26.79,40675,8/14
VAO2,varadero,orange,S2-2-1,452933,38807,8.57,23732,5.24,103704,22.90,59298,8/14
VAO2,varadero,orange,S2-2-2,493486,41258,8.36,21423,4.34,146470,29.68,60727,8/14
VAO2,varadero,orange,S2-3-1,408061,26402,6.47,27230,6.67,83117,20.37,37659,8/14
VAO2,varadero,orange,S2-3-2,417346,35727,8.56,38440,9.21,76512,18.33,47643,8/14
VAO2,varadero,orange,S3-1-1,400563,27566,6.88,24116,6.02,96866,24.18,46540,8/14
VAO2,varadero,orange,S3-1-2,472844,54341,11.49,29012,6.14,45103,9.54,75609,8/14
VAO2,varadero,orange,S3-2-1,459245,45197,9.84,25939,5.65,83265,18.13,61207,8/14
VAO2,varadero,orange,S3-2-2,533868,37466,7.02,43381,8.13,118520,22.20,60816,8/14
VAO2,varadero,orange,S3-3-1,449122,42362,9.43,28198,6.28,60679,13.51,81888,8/14
VAO2,varadero,orange,S3-3-2,392095,38525,9.83,31717,8.09,82847,21.13,61405,8/14
VAO2,varadero,orange,S6-1-1,541651,31220,5.76,32659,6.03,132637,24.49,57024,8/14
VAO2,varadero,orange,S6-1-2,388474,34060,8.77,34024,8.76,98960,25.47,42740,8/14
VAO2,varadero,orange,S6-2-1,389627,33071,8.49,22862,5.87,86720,22.26,51751,8/14
VAO2,varadero,orange,S6-2-2,449908,30181,6.71,10228,2.27,101019,22.45,47434,8/14
VAO2,varadero,orange,S6-3-1,554362,48142,8.68,30964,5.59,132407,23.88,69199,8/14
VAO2,varadero,orange,S6-3-2,474863,40197,8.46,33765,7.11,84360,17.77,62657,8/14
VAO2,varadero,orange,S7-1-1,576921,44812,7.77,38650,6.70,169607,29.40,66239,8/14
VAO2,varadero,orange,S7-1-2,488205,45947,9.41,48799,10.00,133248,27.29,42407,8/14
VAO2,varadero,orange,S7-2-1,600357,68768,11.45,48276,8.04,101082,16.84,81999,8/14
VAO2,varadero,orange,S7-2-2,503852,48192,9.56,48511,9.63,30945,6.14,62757,8/14
VAO2,varadero,orange,S7-3-1,579764,39821,6.87,39146,6.75,103926,17.93,69425,8/14
VAO2,varadero,orange,S7-3-2,429464,51396,11.97,41854,9.75,85242,19.85,59024,8/14
VAO2,varadero,orange,S8-1-1,496363,53519,10.78,70712,14.25,62494,12.59,38695,8/14
VAO2,varadero,orange,S8-1-2,417610,37750,9.04,26398,6.32,48868,11.70,53453,8/14
VAO2,varadero,orange,S8-2-2,452569,41032,9.07,28633,6.33,72798,16.09,62393,8/14
VAO2,varadero,orange,S8-3-1,415863,36314,8.73,40975,9.85,47024,11.31,60149,8/14
VAO2,varadero,orange,S9-1-1,567558,43963,7.75,41264,7.27,123251,21.72,66566,8/14
VAO2,varadero,orange,S9-1-2,461919,33507,7.25,34425,7.45,91374,19.78,55948,8/14
VAO2,varadero,orange,S9-2-1,558151,41231,7.39,35772,6.41,129601,23.22,63165,8/14
VAO2,varadero,orange,S9-2-2,419730,32235,7.68,27120,6.46,75385,17.96,39240,8/14
VAO2,varadero,orange,S9-3-1,465023,42014,9.03,34455,7.41,68446,14.72,53912,8/14
VAO2,varadero,orange,S9-3-2,469761,30188,6.43,4776,1.02,71748,15.27,67430,8/14
VAO2,varadero,orange,S10-1-1,484094,37553,7.76,28438,5.87,114894,23.73,59033,8/14
VAO2,varadero,orange,S10-1-2,478549,44934,9.39,18033,3.77,14809,3.09,58717,8/14
VAO2,varadero,orange,S10-2-1,522397,45899,8.79,16746,3.21,93031,17.81,56123,8/14
VAO2,varadero,orange,S10-2-2,491454,39165,7.97,15993,3.25,13827,2.81,56543,8/14
VAO2,varadero,orange,S10-3-1,559383,34184,6.11,34597,6.18,106616,19.06,59352,8/14
VAO2,varadero,orange,S10-3-2,554641,35082,6.33,36800,6.63,110959,20.01,55979,8/14
VAO2,varadero,orange,S11-2-1,538622,47658,8.85,45481,8.44,26639,4.95,75290,8/14
VAO2,varadero,orange,S11-2-2,427510,29959,7.01,26527,6.21,52862,12.37,43431,8/14
VAO2,varadero,orange,S11-3-1,444155,40736,9.17,17632,3.97,60172,13.55,67062,8/14
VAO2,varadero,orange,S11-3-2,385900,32547,8.43,31992,8.29,57535,14.91,53879,8/14
VAO2,varadero,orange,S12-1-1,458998,34976,7.62,46111,10.05,67744,14.76,69560,8/14
VAO2,varadero,orange,S12-1-2,407565,37471,9.19,20973,5.15,29658,7.28,59667,8/14
VAO2,varadero,orange,S12-2-1,461634,37938,8.22,30029,6.50,32068,6.95,56139,8/14
VAO2,varadero,orange,S12-3-1,424354,31819,7.50,21054,4.96,71092,16.75,55393,8/14
VAO2,varadero,orange,S13-1-1,451296,42061,9.32,0,0.00,100641,22.30,45740,8/14
VAO2,varadero,orange,S13-2-1,389880,33142,8.50,26770,6.87,26086,6.69,49035,8/14
VAO2,varadero,orange,S13-2-2,438930,40154,9.15,16730,3.81,54679,12.46,55072,8/14
VAO2,varadero,orange,S13-3-1,446287,35591,7.97,42942,9.62,55033,12.33,57398,8/14
VAO2,varadero,orange,S13-3-2,390565,20769,5.32,25062,6.42,94865,24.29,45899,8/14
VAO2,varadero,orange,S14-1-1,397536,33187,8.35,23789,5.98,79984,20.12,51244,8/14
VAO2,varadero,orange,S14-1-2,391126,19063,4.87,12303,3.15,85647,21.90,38642,8/14
VAO2,varadero,orange,S14-2-1,412573,34745,8.42,28632,6.94,41791,10.13,50728,8/14
VAO2,varadero,orange,S14-3-1,436236,29973,6.87,31050,7.12,66040,15.14,45892,8/14
VAO2,varadero,orange,S15-1-1,373717,39712,10.63,8737,2.34,86583,23.17,40807,8/14
VAO2,varadero,orange,S15-2-1,369432,32423,8.78,21197,5.74,51320,13.89,40097,8/14
VAO2,varadero,orange,S15-3-1,357516,22994,6.43,31685,8.86,52878,14.79,42321,8/14
VAO2,varadero,orange,S16-1-1,373228,34163,9.15,36548,9.79,47278,12.67,49635,8/14
VAO2,varadero,orange,S16-2-1,336437,26133,7.77,21637,6.43,44500,13.23,38367,8/14
VAO2,varadero,orange,S16-3-1,341872,29994,8.77,15873,4.64,45670,13.36,48781,8/14
VAO4,varadero,orange,S5-1-1,506349,38455,7.59,36508,7.21,0,0.00,66329,8/14
VAO4,varadero,orange,S5-1-2,484086,34590,7.15,33485,6.92,28829,5.96,59530,8/14
VAO4,varadero,orange,S5-2-1,498362,40238,8.07,13908,2.79,0,0.00,63834,8/14
VAO4,varadero,orange,S5-2-2,405782,38281,9.43,31338,7.72,21966,5.41,59932,8/14
VAO4,varadero,orange,S5-3-1,490490,34595,7.05,25614,5.22,1206,0.25,62091,8/14
VAO4,varadero,orange,S5-3-2,472325,43435,9.20,29934,6.34,9742,2.06,62103,8/14
VAO4,varadero,orange,S11-1-1,562406,55012,9.78,58521,10.41,19543,3.47,80279,8/14
VAO4,varadero,orange,S11-2-1,243911,22692,9.30,20772,8.52,5156,2.11,47769,8/14
VAO4,varadero,orange,S11-2-2,376697,24738,6.57,23263,6.18,7345,1.95,45436,8/14
VAO4,varadero,orange,S11-3-1,491458,47189,9.60,7588,1.54,40362,8.21,58520,8/14
VAO4,varadero,orange,S11-3-2,506014,47897,9.47,39821,7.87,12115,2.39,61866,8/14
VAO4,varadero,orange,S12-1-1,476295,47269,9.92,37330,7.84,12088,2.54,62265,8/14
VAO4,varadero,orange,S12-1-2,539942,45566,8.44,28374,5.26,0,0.00,74000,8/14
VAO4,varadero,orange,S12-2-1,442531,45859,10.36,36819,8.32,12371,2.80,66781,8/14
VAO4,varadero,orange,S12-3-1,493899,48827,9.89,40008,8.10,4104,0.83,60177,8/14
VAO4,varadero,orange,S12-3-2,292760,25783,8.81,26106,8.92,0,0.00,46127,8/14
VAO4,varadero,orange,S16-1-1,587195,51195,8.72,45177,7.69,49350,8.40,85321,8/14
VAO4,varadero,orange,S16-1-2,351958,28463,8.09,18206,5.17,4711,1.34,54170,8/14
VAO4,varadero,orange,S16-3-1,633352,63205,9.98,44652,7.05,32771,5.17,90216,8/14
VAO4,varadero,orange,S16-3-2,331639,29945,9.03,31517,9.50,0,0.00,48751,8/14
VAO4,varadero,orange,S18-3-1,514558,43788,8.51,39632,7.70,15809,3.07,79129,8/14
VAO4,varadero,orange,S18-3-2,426141,44690,10.49,18676,4.38,0,0.00,61230,8/14
VAO4,varadero,orange,S19-1-1,447027,37613,8.41,17969,4.02,21024,4.70,57522,8/14
VAO4,varadero,orange,S19-2-1,517654,45506,8.79,30574,5.91,19164,3.70,79652,8/14
VAO4,varadero,orange,S19-2-2,480699,39080,8.13,31957,6.65,27336,5.69,57152,8/14
VAO4,varadero,orange,S19-3-1,585306,35998,6.15,39826,6.80,25440,4.35,73355,8/14
VAO4,varadero,orange,S19-3-2,430683,29626,6.88,12679,2.94,14525,3.37,46202,8/14
VAO5,varadero,orange,S4-1-1,637345,64782,10.16,34635,5.43,128978,20.24,52551,8/14
VAO5,varadero,orange,S4-2-1,413870,33686,8.14,24277,5.87,102762,24.83,54184,8/14
VAO5,varadero,orange,S4-3-1,258590,21697,8.39,12078,4.67,52377,20.25,30402,8/14
VAO5,varadero,orange,S4-3-2,323401,27587,8.53,18831,5.82,58765,18.17,38723,8/14
VAO6,varadero,orange,S4-1-1,405050,18448,4.55,35858,8.85,39698,9.80,55351,8/14
VAO6,varadero,orange,S4-1-2,311704,18986,6.09,30068,9.65,66218,21.24,31975,8/14
VAO6,varadero,orange,S4-2-1,552573,22904,4.14,43774,7.92,53989,9.77,61362,8/14
VAO6,varadero,orange,S4-3-1,547122,17854,3.26,38088,6.96,136193,24.89,75474,8/14
VAO6,varadero,orange,S4-3-2,526437,15188,2.89,40496,7.69,107548,20.43,70635,8/14
VAO6,varadero,orange,S5-1-1,456084,24626,5.40,45334,9.94,60772,13.32,61621,8/14
VAO6,varadero,orange,S5-1-2,470349,16355,3.48,55406,11.78,126869,26.97,54586,8/14
VAO6,varadero,orange,S5-2-1,313282,14029,4.48,33573,10.72,56519,18.04,43680,8/14
VAO6,varadero,orange,S5-3-1,510836,19710,3.86,64559,12.64,98101,19.20,44762,8/14
VAO6,varadero,orange,S5-3-2,420093,31168,7.42,39169,9.32,20554,4.89,47456,8/14
VAO6,varadero,orange,S6-1-2,493617,16896,3.42,35803,7.25,113065,22.91,49529,8/14
VAO6,varadero,orange,S6-2-2,442040,18235,4.13,38414,8.69,75635,17.11,62274,8/14
VAO6,varadero,orange,S6-3-1,677566,32457,4.79,60399,8.91,95602,14.11,68860,8/14
VAO6,varadero,orange,S6-3-2,431491,15201,3.52,41582,9.64,68834,15.95,51117,8/14
VAO6,varadero,orange,S8-1-1,442420,14239,3.22,43910,9.92,51887,11.73,59836,8/14
VAO6,varadero,orange,S8-3-1,430913,24300,5.64,43027,9.99,62478,14.50,59275,8/14
VAO6,varadero,orange,S9-1-2,526205,30805,5.85,71923,13.67,25734,4.89,102117,8/14
