Frog,Morph,Color,Slide/section,Total area,Melanophores,%mel,Xanthophores,%xan,Glands,%glands,Epidermis,Data analyzed
PC25,striped,black,S9-2-2,310856,38152,12.27,0,0.00,17195,5.53,70175,7/20
PC25,striped,black,S9-2-3,258140,34171,13.24,0,0.00,17310,6.71,53632,7/20
PC25,striped,black,S9-3-1,395587,4905,1.24,0,0.00,41922,10.60,77246,7/20
PC25,striped,black,S8-3-1,227299,32693,14.38,0,0.00,7784,3.42,42872,7/20
PC25,striped,black,S8-3-2,291356,36215,12.43,0,0.00,23099,7.93,46210,7/20
PC25,striped,black,S9-1-1,357167,34624,9.69,0,0.00,20928,5.86,68553,7/20
PC25,striped,black ,S9-1-2,250824,32204,12.84,0,0.00,22848,9.11,50414,7/20
PC25,striped,black,S9-1-1,264356,34528,13.06,0,0.00,23990,9.07,51832,7/20
PC25,striped,black,S9-2-1,268504,27439,10.22,0,0.00,19140,7.13,52526,7/20
PC25,striped,black,S8-1-1,254726,38008,14.92,0,0.00,11229,4.41,50981,7/20
PC25,striped,black,S8-1-2,299242,35618,11.90,0,0.00,23143,7.73,47428,7/20
PC25,striped,black,S8-2-1,220504,32464,14.72,0,0.00,8791,3.99,46574,7/20
PC25,striped,black,S8-2-2,226919,30963,13.64,0,0.00,3756,1.66,44530,7/20
PC25,striped,black,S7-1-2,303305,35210,11.61,0,0.00,17546,5.78,39530,7/20
PC25,striped,black,S7-2-1,327715,41862,12.77,0,0.00,32042,9.78,49249,7/20
PC25,striped,black,S7-2-2,332947,41859,12.57,0,0.00,30579,9.18,49136,7/20
PC25,striped,black,S7-3-1,281680,34389,12.21,0,0.00,33396,11.86,40069,7/20
PC25,striped,black,S7-3-2,143165,21223,14.82,0,0.00,0,0.00,24984,7/20
PC25,striped,black,S6-1-2,348470,41925,12.03,0,0.00,14048,4.03,63807,7/20
PC25,striped,black,S6-2-1,414390,50463,12.18,0,0.00,59953,14.47,39288,7/20
PC25,striped,black,S6-2-2,312342,40886,13.09,0,0.00,11446,3.66,45486,7/20
PC25,striped,black,S6-3-1,315802,39087,12.38,0,0.00,8005,2.53,54603,7/20
PC25,striped,black,S6-3-2,335017,50752,15.15,0,0.00,8410,2.51,55925,7/20
PC25,striped,black,S7-1-1,249676,36350,14.56,0,0.00,18226,7.30,47361,7/20
PC25,striped,black,S5-1-1,330877,38330,11.58,0,0.00,13524,4.09,54966,7/20
PC25,striped,black,S5-1-2,277751,27961,10.07,0,0.00,12646,4.55,25974,7/20
PC25,striped,black,S5-2-1,333559,33830,10.14,0,0.00,23545,7.06,46092,7/20
PC25,striped,black,S5-2-2,433787,55706,12.84,0,0.00,31600,7.28,60223,7/20
PC25,striped,black,S5-3-1,331490,26726,8.06,0,0.00,27242,8.22,30016,7/20
PC25,striped,black,S4-3-2,432996,48983,11.31,0,0.00,24371,5.63,63648,7/20
PC25,striped,black,S3-3-2,513185,52688,10.27,0,0.00,33009,6.43,68950,7/20
PC25,striped,black,S5-3-2,395521,45531,11.51,0,0.00,16597,4.20,64394,7/20
PC25,striped,black,S6-1-1,375111,29409,7.84,0,0.00,58751,15.66,48132,7/20
PC25,striped,black,S4-2-1,382094,38879,10.18,0,0.00,36861,9.65,36411,7/20
PC25,striped,black,S4-2-2,413756,43930,10.62,0,0.00,26381,6.38,56111,7/20
PC25,striped,black,S4-3-1,371792,35984,9.68,0,0.00,35711,9.61,51350,7/20
PC25,striped,black,S4-1-1,442301,46575,10.53,0,0.00,48137,10.88,54121,7/20
PC25,striped,black,S4-1-2,463929,67195,14.48,0,0.00,28528,6.15,66447,7/20
PC25,striped,black,S3-1-2,518409,52883,10.20,0,0.00,29479,5.69,71593,7/20
PC25,striped,black,S3-2-1,424464,51877,12.22,0,0.00,53632,12.64,53003,7/20
PC25,striped,black,S3-2-2,499113,58281,11.68,0,0.00,25577,5.12,79927,7/20
PC25,striped,black,S3-3-1,451031,42917,9.52,0,0.00,44979,9.97,53417,7/20
PC25,striped,black,S3-1-1,385241,34361,8.92,0,0.00,49031,12.73,52869,7/20
PC25,striped,black,S2-2-1,405243,45540,11.24,0,0.00,20747,5.12,61278,7/20
PC25,striped,black,S2-1-2,347118,42295,12.18,0,0.00,9726,2.80,59459,7/20
PC25,striped,black,S2-3-1,429054,41775,9.74,0,0.00,31546,7.35,58801,7/20
PC25,striped,black,S1-3-1,375396,39394,10.49,0,0.00,12822,3.42,63924,7/20
PC25,striped,black,S2-1-1,360243,42149,11.70,0,0.00,2417,0.67,53031,7/20
PC24,striped,black,S6-3-1,624401,91426,14.64,0,0.00,72044,11.54,173666,7/20
PC24,striped,black,S6-3-2,297000,38927,13.11,11985,4.04,0,0.00,64187,7/20
PC24,striped,black,S6-1-2,137023,26178,19.10,0,0.00,0,0.00,31786,7/20
PC24,striped,black,S6-1-3,170611,35091,20.57,0,0.00,8706,5.10,30681,7/20
PC24,striped,black,S6-2-1,422727,66917,15.83,0,0.00,27441,6.49,102043,7/20
PC24,striped,black,S6-2-2,168346,30146,17.91,2998,1.78,0,0.00,36481,7/20
PC24,striped,black,S6-2-3,158970,31357,19.73,0,0.00,10061,6.33,39358,7/20
PC24,striped,black,S6-1-1,319506,49317,15.44,0,0.00,14604,4.57,80571,7/20
PC24,striped,black,S20-1-2,192433,26839,13.95,0,0.00,0,0.00,40852,7/20
PC24,striped,black,S20-2-1,116864,17142,14.67,0,0.00,7141,6.11,17446,7/20
PC24,striped,black,S18-2-2,295028,33241,11.27,0,0.00,4301,1.46,60123,7/20
PC24,striped,black,S18-2-2,408192,67222,16.47,0,0.00,0,0.00,76915,7/20
PC24,striped,black,S18-3-2,411670,68495,16.64,0,0.00,0,0.00,72382,7/20
PC24,striped,black,S12-1-1,300293,51370,17.11,0,0.00,13593,4.53,49843,7/20
PC24,striped,black,S12-2-1,374912,71097,18.96,0,0.00,12668,3.38,74333,7/20
PC24,striped,black,S12-2-2,208783,45424,21.76,0,0.00,3047,1.46,41917,7/20
PC24,striped,black,S12-3-1,248883,38986,15.66,0,0.00,18528,7.44,51137,7/20
PC24,striped,black,S12-3-2,246915,51204,20.74,0,0.00,6253,2.53,63486,7/20
PC23,striped,black,S8-1-2,313946,65339,20.81,0,0.00,13334,4.25,70613,7/20
PC23,striped,black,S8-2-1,310178,48381,15.60,0,0.00,23961,7.72,64154,7/20
PC23,striped,black,S8-2-2,227841,44454,19.51,0,0.00,7351,3.23,42451,7/20
PC23,striped,black,S8-3-1,300424,52184,17.37,0,0.00,14410,4.80,71176,7/20
PC23,striped,black,S8-3-2,143098,25778,18.01,0,0.00,3267,2.28,32686,7/20
PC23,striped,black,S8-1-1,319496,54661,17.11,0,0.00,0,0.00,61720,7/20
PC23,striped,black,S7-1-2,196288,34671,17.66,0,0.00,0,0.00,38544,7/20
PC23,striped,black,S7-2-2,207922,40745,19.60,0,0.00,22667,10.90,41619,7/20
PC23,striped,black,S7-3-1,319849,59725,18.67,0,0.00,5280,1.65,60722,7/20
PC23,striped,black,S7-3-2,285423,49287,17.27,0,0.00,10711,3.75,47611,7/20
PC23,striped,black,S7-1-1,332885,59438,17.86,0,0.00,5337,1.60,58594,7/20
PC25,striped,black,S13-2-1,279581,49022,17.53,0,0.00,11127,3.98,49082,7/20
PC25,striped,black,S13-3-1,271652,50005,18.41,0,0.00,10417,3.83,54393,7/20
PC25,striped,black,S11-3-1,319818,52707,16.48,0,0.00,10132,3.17,60188,7/20
PC25,striped,black,S12-1-1,297391,38681,13.01,0,0.00,9063,3.05,49055,7/20
PC25,striped,black,S12-2-1,316118,46881,14.83,0,0.00,22403,7.09,59308,7/20
PC25,striped,black,S12-3-1,309899,40409,13.04,0,0.00,8614,2.78,56912,7/20
PC25,striped,black,S13-1-1,288418,39794,13.80,0,0.00,13201,4.58,51352,7/20
PC25,striped,black,S10-3-1,329978,40427,12.25,0,0.00,22402,6.79,52918,7/20
PC25,striped,black,S11-1-1,338539,43163,12.75,0,0.00,21184,6.26,57899,7/20
PC25,striped,black,S11-1-2,217621,26464,12.16,0,0.00,24653,11.33,51176,7/20
PC25,striped,black,S11-2-1,328462,45456,13.84,0,0.00,18953,5.77,55491,7/20
PC25,striped,black,S11-2-2,238176,30970,13.00,0,0.00,20462,8.59,44780,7/20
PC24,striped,black,S8-2-2,228149,37806,16.57,0,0.00,7489,3.28,38940,7/20
PC24,striped,black,S8-3-1,436488,89968,20.61,0,0.00,2881,0.66,4444,7/20
PC24,striped,black,S8-3-2,246333,48120,19.53,0,0.00,7778,3.16,54951,7/20
PC25,striped,black,S10-1-1,235654,28091,11.92,0,0.00,12986,5.51,36605,7/20
PC25,striped,black,S10-2-1,487253,70911,14.55,0,0.00,18958,3.89,66392,7/20
PC24,striped,black,S7-3-1,356703,62157,17.43,0,0.00,18151,5.09,61586,7/20
PC24,striped,black,S7-3-2,136363,22632,16.60,0,0.00,4879,3.58,30087,7/20
PC24,striped,black,S8-1-1,405511,78879,19.45,0,0.00,7218,1.78,83053,7/20
PC24,striped,black,S8-1-2,264699,46758,17.66,0,0.00,0,0.00,57331,7/20
PC24,striped,black,S5-2-2,196287,28672,14.61,0,0.00,31045,15.82,37076,7/20
PC24,striped,black,S5-3-1,257752,45829,17.78,0,0.00,0,0.00,47269,7/20
PC24,striped,black,S5-3-2,324937,52338,16.11,9086,2.80,30851,9.49,82453,7/20
PC24,striped,black,S7-1-1,303598,56371,18.57,5138,1.69,11091,3.65,79457,7/20
PC24,striped,black,S7-1-2,261372,47781,18.28,0,0.00,9451,3.62,50885,7/20
PC24,striped,black,S7-2-1,303612,39682,13.07,4389,1.45,4735,1.56,70545,7/20
PC24,striped,black,S4-3-1,243026,47410,19.51,2620,1.08,0,0.00,53204,7/20
PC24,striped,black,S4-3-2,229872,55312,24.06,0,0.00,3391,1.48,66957,7/20
PC24,striped,black,S5-1-1,372854,62871,16.86,0,0.00,16482,4.42,70995,7/20
PC24,striped,black,S5-1-2,189788,41827,22.04,0,0.00,11557,6.09,47052,7/20
PC24,striped,black,S5-2-1,363241,64250,17.69,0,0.00,29539,8.13,82335,7/20
PC24,striped,black,S4-2-1,280590,53031,18.90,1499,0.53,0,0.00,45601,7/20
PC24,striped,black,S3-2-1,159935,33381,20.87,0,0.00,3791,2.37,38159,7/20
PC24,striped,black,S16a-2-1,313894,68374,21.78,0,0.00,0,0.00,62482,7/20
PC24,striped,black,S16a-3-1,329690,44009,13.35,3730,1.13,0,0.00,73485,7/20
PC24,striped,black,S16a-3-2,280760,41728,14.86,0,0.00,0,0.00,43661,7/20
PC24,striped,black,S16-3-1,93265,16506,17.70,0,0.00,0,0.00,22494,7/20
PC24,striped,black,S16-3-2,299186,34391,11.49,1868,0.62,0,0.00,58309,7/20
PC24,striped,black,S16a-1-1,272556,59706,21.91,0,0.00,0,0.00,51718,7/20
PC24,striped,black,S16-2-1,279828,48158,17.21,0,0.00,0,0.00,54114,7/20
PC24,striped,black,S14-3-1,122832,26856,21.86,0,0.00,5003,4.07,29918,7/20
PC24,striped,black,S14-3-2,146994,32803,22.32,0,0.00,4305,2.93,25682,7/20
PC24,striped,black,S15-1-1,166923,39130,23.44,0,0.00,0,0.00,39948,7/20
PC24,striped,black,S15-2-1,329354,53600,16.27,8182,2.48,7605,2.31,68825,7/20
PC24,striped,black,S13-2-2,119447,18339,15.35,0,0.00,2323,1.94,17042,7/20
PC24,striped,black,S13-3-1,135181,24825,18.36,3609,2.67,1787,1.32,35844,7/20
PC24,striped,black,S14-1-1,166377,30360,18.25,0,0.00,7082,4.26,37623,7/20
PC24,striped,black,S14-1-2,207596,36781,17.72,0,0.00,0,0.00,24513,7/20
PC24,striped,black,S14-2-1,348853,44398,12.73,3016,0.86,3537,1.01,73726,7/20
PC24,striped,black,S12-2-1,245416,45021,18.34,3889,1.58,0,0.00,54704,7/20
PC24,striped,black,S12-2-2,240173,44718,18.62,0,0.00,0,0.00,45257,7/20
PC24,striped,black,S12-3-1,164101,26194,15.96,0,0.00,0,0.00,30060,7/20
PC24,striped,black,S12-3-2,435129,90790,20.87,0,0.00,37025,8.51,96435,7/20
PC24,striped,black,S13-1-1,301252,53639,17.81,0,0.00,10032,3.33,64180,7/20
PC24,striped,black,S13-1-2,242950,43175,17.77,0,0.00,4365,1.80,31139,7/20
PC24,striped,black,S13-2-1,147476,18274,12.39,0,0.00,0,0.00,44582,7/20
PC24,striped,black,S11-2-3,148613,27626,18.59,0,0.00,0,0.00,34491,7/20
PC24,striped,black,S11-3-1,225765,44664,19.78,0,0.00,11069,4.90,46257,7/20
PC24,striped,black,S11-3-2,297005,47208,15.89,2803,0.94,10637,3.58,60047,7/20
PC24,striped,black,S12-1-1,202803,41536,20.48,0,0.00,0,0.00,43739,7/20
PC24,striped,black,S12-1-2,120807,26822,22.20,0,0.00,0,0.00,27604,7/20
PC24,striped,black,S9-3-2,321027,38155,11.89,0,0.00,55098,17.16,58091,7/20
PC24,striped,black,S11-1-1,111685,19355,17.33,0,0.00,6693,5.99,25053,7/20
PC24,striped,black,S11-1-2,256274,44957,17.54,4658,1.82,4165,1.63,47252,7/20
PC24,striped,black,S11-2-1,179008,33446,18.68,0,0.00,0,0.00,31362,7/20
PC24,striped,black,S11-2-2,226873,45937,20.25,0,0.00,0,0.00,41739,7/20
PC23,striped,black,S6-3-2,252054,46385,18.40,0,0.00,8327,3.30,54390,7/20
PC23,striped,black,S9-1-1,282884,45315,16.02,0,0.00,2983,1.05,56620,7/20
PC23,striped,black,S9-1-2,265312,45918,17.31,0,0.00,21991,8.29,49041,7/20
PC23,striped,black,S9-2-1,222517,47640,21.41,0,0.00,0,0.00,50349,7/20
PC23,striped,black,S9-2-2,228697,39988,17.49,0,0.00,5793,2.53,43406,7/20
PC23,striped,black,S9-3-1,348317,58631,16.83,0,0.00,19209,5.51,70809,7/20
PC23,striped,black,S6-1-1,310746,60386,19.43,0,0.00,7525,2.42,54495,7/20
PC23,striped,black,S6-1-2,212683,37912,17.83,0,0.00,26816,12.61,40487,7/20
PC23,striped,black,S6-2-1,274565,50680,18.46,0,0.00,22859,8.33,58472,7/20
PC23,striped,black,S6-2-2,216468,37639,17.39,0,0.00,11756,5.43,42579,7/20
PC23,striped,black,S6-3-1,171034,25979,15.19,0,0.00,22260,13.01,38073,7/20
PC23,striped,black,S5-1-1,268461,47636,17.74,0,0.00,19923,7.42,55937,7/20
PC23,striped,black,S5-1-2,241038,47978,19.90,0,0.00,5282,2.19,50970,7/20
PC23,striped,black,S5-2-1,298347,57470,19.26,0,0.00,22900,7.68,58004,7/20
PC23,striped,black,S5-2-2,221989,38837,17.50,0,0.00,27205,12.26,49656,7/20
PC23,striped,black,S5-3-1,227231,47668,20.98,0,0.00,11129,4.90,31601,7/20
PC23,striped,black,S2-1-2,194474,31960,16.43,0,0.00,10173,5.23,39630,7/20
PC23,striped,black,S2-2-2,293859,61854,21.05,0,0.00,46018,15.66,51225,7/20
PC23,striped,black,S2-3-2,209548,32375,15.45,0,0.00,19413,9.26,42049,7/20
PC23,striped,black,S3-1-1,344658,73876,21.43,0,0.00,35030,10.16,69482,7/20
PC23,striped,black,S3-2-1,291527,52519,18.02,0,0.00,20508,7.03,57610,7/20
PC23,striped,black,S2-1-1,297848,42913,14.41,0,0.00,42902,14.40,52015,7/20
PC23,striped,black,S11-3-1,250278,41486,16.58,0,0.00,1437,0.57,50092,7/20
PC23,striped,black,S11-3-2,196723,33413,16.98,0,0.00,20622,10.48,42279,7/20
PC23,striped,black,S13-1-1,209579,49615,23.67,0,0.00,3501,1.67,41089,7/20
PC23,striped,black,S13-1-2,328527,61927,18.85,0,0.00,32529,9.90,67546,7/20
PC23,striped,black,S13-2-1,108864,29437,27.04,0,0.00,10303,9.46,23481,7/20
PC23,striped,black,S13-3-1,314131,616155,196.15,0,0.00,28898,9.20,68116,7/20
PC23,striped,black,S10-2-1,389169,54058,13.89,0,0.00,34462,8.86,80480,7/20
PC23,striped,black,S10-3-1,187155,27413,14.65,0,0.00,23417,12.51,44237,7/20
PC23,striped,black,S11-1-2,188800,34926,18.50,0,0.00,18019,9.54,45002,7/20
PC23,striped,black,S11-2-1,160069,27358,17.09,0,0.00,11182,6.99,38858,7/20
PC23,striped,black,S11-2-2,181509,31234,17.21,0,0.00,0,0.00,42603,7/20
PC23,striped,black,S1-3-1,334401,59449,17.78,0,0.00,67633,20.23,60270,7/20
PC23,striped,black,S3-1-1,337022,74369,22.07,0,0.00,51342,15.23,62369,7/20
PC23,striped,black,S3-1-2,205998,52159,25.32,0,0.00,7049,3.42,40707,7/20
PC23,striped,black,S10-1-1,313680,64628,20.60,0,0.00,9918,3.16,62453,7/20
PC23,striped,black,S1-1-1,353504,65832,18.62,0,0.00,16945,4.79,40909,7/20
PC23,striped,black,S1-2-1,434489,86128,19.82,0,0.00,51344,11.82,59937,7/20
PC26,striped,black,S7-2-2,419771,64754,15.43,0,0.00,123688,29.47,56269,7/20
PC26,striped,black,S7-3-1,311937,59171,18.97,0,0.00,42980,13.78,52836,7/20
PC26,striped,black,S6-3-2,379740,72098,18.99,0,0.00,76821,20.23,62338,7/20
PC26,striped,black,S7-1-1,488063,86569,17.74,0,0.00,66707,13.67,77145,7/20
PC26,striped,black,S7-1-2,522633,79422,15.20,0,0.00,80569,15.42,71632,7/20
PC26,striped,black,S7-2-1,297816,35638,11.97,0,0.00,50653,17.01,38263,7/20
PC26,striped,black,S5-3-1,467431,79763,17.06,0,0.00,88029,18.83,51161,7/20
PC26,striped,black,S5-3-2,370071,42180,11.40,0,0.00,116930,31.60,32672,7/20
PC26,striped,black,S6-1-1,235262,38680,16.44,0,0.00,33044,14.05,37694,7/20
PC26,striped,black,S6-1-2,443655,70310,15.85,0,0.00,65447,14.75,57414,7/20
PC26,striped,black,S6-2-1,413273,42538,10.29,0,0.00,52492,12.70,36478,7/20
PC26,striped,black,S4-3-1,372889,66366,17.80,0,0.00,52120,13.98,42108,7/20
PC26,striped,black,S4-3-2,396799,72861,18.36,0,0.00,43383,10.93,124493,7/20
PC26,striped,black,S5-1-1,415372,66634,16.04,0,0.00,48275,11.62,53992,7/20
PC26,striped,black,S5-1-2,462501,65544,14.17,0,0.00,55514,12.00,67350,7/20
PC26,striped,black,S5-2-1,476327,70733,14.85,0,0.00,91988,19.31,57555,7/20
PC26,striped,black,S5-2-2,316294,56381,17.83,0,0.00,33967,10.74,47902,7/20
PC26,striped,black,S3-3-1,467972,63797,13.63,0,0.00,105583,22.56,40578,7/20
PC26,striped,black,S3-3-2,423192,81041,19.15,0,0.00,41937,9.91,58984,7/20
PC26,striped,black,S4-1-1,464004,70229,15.14,0,0.00,128946,27.79,33813,7/20
PC26,striped,black,S4-1-2,410500,102698,25.02,0,0.00,37533,9.14,57117,7/20
PC26,striped,black,S4-2-1,530981,99914,18.82,0,0.00,86990,16.38,59370,7/20
PC26,striped,black,S4-2-2,436143,67388,15.45,0,0.00,40943,9.39,57990,7/20
PC26,striped,black,S2-3-1,405898,53195,13.11,0,0.00,29461,7.26,29180,7/20
PC26,striped,black,S2-3-2,505524,102018,20.18,0,0.00,30923,6.12,53788,7/20
PC26,striped,black,S3-1-1,219055,35779,16.33,0,0.00,38400,17.53,26655,7/20
PC26,striped,black,S3-1-2,371283,52789,14.22,0,0.00,46947,12.64,31586,7/20
PC26,striped,black,S3-2-1,226780,45779,20.19,0,0.00,24408,10.76,22864,7/20
PC26,striped,black,S2-1-2,416337,93051,22.35,0,0.00,32698,7.85,63251,7/20
PC26,striped,black,S2-2-1,415540,82233,19.79,0,0.00,31152,7.50,51603,7/20
PC26,striped,black,S2-2-2,348401,51723,14.85,0,0.00,56372,16.18,34911,7/20
PC22,striped,black,S9-2-1,241708,49066,20.30,0,0.00,0,0.00,40512,7/20
PC22,striped,black,S9-2-2,254865,42883,16.83,0,0.00,15060,5.91,47280,7/20
PC22,striped,black,S9-3-1,315351,50690,16.07,0,0.00,14949,4.74,46580,7/20
PC22,striped,black,S9-3-2,185479,37135,20.02,0,0.00,0,0.00,37467,7/20
PC22,striped,black,S2-1-1,566150,14179,2.50,0,0.00,55822,9.86,81516,7/20
PC22,striped,black,S9-1-2,327512,53549,16.35,0,0.00,7102,2.17,70321,7/20
PC22,striped,black,S9-1-1,350630,71706,20.45,0,0.00,18683,5.33,50433,7/20
PC22,striped,black,S19-1-1,211267,34309,16.24,0,0.00,6086,2.88,37181,7/20
PC22,striped,black,S19-2-1,187366,31815,16.98,0,0.00,5697,3.04,53934,7/20
PC22,striped,black,S19-3-1,181250,37879,20.90,0,0.00,0,0.00,40029,7/20
PC22,striped,black,S17-1-1,392942,64208,16.34,0,0.00,0,0.00,60473,7/20
PC22,striped,black,S17-2-1,236463,36963,15.63,0,0.00,0,0.00,24210,7/20
PC22,striped,black,S16-1-1,419061,68797,16.42,0,0.00,12166,2.90,42319,7/20
PC22,striped,black,S16-1-2,160573,27253,16.97,0,0.00,0,0.00,41988,7/20
PC22,striped,black,S16-2-1,401470,66265,16.51,0,0.00,11413,2.84,51795,7/20
PC22,striped,black,S16-3-1,415314,62984,15.17,0,0.00,0,0.00,72763,7/20
PC22,striped,black,S16-3-2,321212,53868,16.77,0,0.00,8456,2.63,37944,7/20
PC22,striped,black,S13-3-2,101354,13709,13.53,0,0.00,12899,12.73,15548,7/20
PC22,striped,black,S14-2-1,361263,57338,15.87,0,0.00,5070,1.40,58832,7/20
PC22,striped,black,S14-2-2,263166,42911,16.31,0,0.00,11878,4.51,47433,7/20
PC22,striped,black,S14-3-1,434049,65446,15.08,0,0.00,6954,1.60,62105,7/20
PC22,striped,black,S12-3-2,257954,41489,16.08,0,0.00,5078,1.97,47732,7/20
PC22,striped,black,S13-1-1,336442,42211,12.55,0,0.00,28741,8.54,48583,7/20
PC22,striped,black,S13-2-1,233543,29861,12.79,0,0.00,9085,3.89,39780,7/20
PC22,striped,black,S13-2-2,231760,31817,13.73,0,0.00,149024,64.30,42565,7/20
PC22,striped,black,S13-3-1,333913,50644,15.17,0,0.00,5099,1.53,46683,7/20
PC22,striped,black,S12-2-1,391661,62797,16.03,0,0.00,13178,3.36,64618,7/20
PC22,striped,black,S12-2-2,268192,38361,14.30,0,0.00,8844,3.30,45810,7/20
PC22,striped,black,S12-3-1,256096,35041,13.68,0,0.00,7319,2.86,40328,7/20
PC22,striped,black,S10-2-1,219257,32043,14.61,0,0.00,17018,7.76,40596,7/20
PC22,striped,black,S10-3-1,206460,27863,13.50,0,0.00,21453,10.39,35584,7/20
PC22,striped,black,S12-1-1,324623,43090,13.27,0,0.00,42263,13.02,49654,7/20
PC22,striped,black,S12-1-2,274434,34161,12.45,0,0.00,19682,7.17,46722,7/20
PC22,striped,black,S10-1-1,365150,48014,13.15,0,0.00,25957,7.11,47467,7/20
PC22,striped,black,S10-1-2,222293,36434,16.39,0,0.00,7810,3.51,45426,7/20
PC22,striped,black,S5-1-1,452894,41045,9.06,7247,1.60,5337,1.18,55822,7/23
PC22,striped,black,S5-1-2,398187,43619,10.95,0,0.00,14854,3.73,64892,7/23
PC22,striped,black,S5-2-1,234015,33793,14.44,0,0.00,0,0.00,42189,7/23
PC22,striped,black,S5-2-2,273293,40620,14.86,0,0.00,0,0.00,64443,7/23
PC22,striped,black,S5-3-1,378648,52856,13.96,0,0.00,6533,1.73,63872,7/23
PC22,striped,black,S6-1-1,253602,31918,12.59,0,0.00,0,0.00,70371,7/23
PC22,striped,black,S6-2-1,448823,92365,20.58,0,0.00,22565,5.03,71369,7/23
PC22,striped,black,S6-2-2,241217,38197,15.84,0,0.00,10365,4.30,54550,7/23
PC22,striped,black,S6-3-1,301002,38570,12.81,0,0.00,4934,1.64,46157,7/23
PC22,striped,black,S6-3-2,226838,34085,15.03,0,0.00,11983,5.28,43499,7/23
PC22,striped,black,S7-1-1,318205,46935,14.75,0,0.00,18523,5.82,53057,7/23
PC22,striped,black,S7-1-2,373281,58934,15.79,0,0.00,12529,3.36,63180,7/23
PC22,striped,black,S7-2-1,286576,40361,14.08,0,0.00,6945,2.42,54639,7/23
PC22,striped,black,S7-2-2,147121,30231,20.55,0,0.00,0,0.00,34196,7/23
PC22,striped,black,S7-3-1,238405,40330,16.92,0,0.00,6359,2.67,43694,7/23
PC22,striped,black,S7-3-2,377103,67372,17.87,0,0.00,0,0.00,82247,7/23
PC22,striped,black,S8-1-1,249607,44859,17.97,0,0.00,10172,4.08,51871,7/23
PC22,striped,black,S8-1-2,310497,59574,19.19,0,0.00,0,0.00,70388,7/23
PC22,striped,black,S8-2-1,250937,48757,19.43,0,0.00,4171,1.66,44509,7/23
PC22,striped,black,S8-2-2,206477,36358,17.61,0,0.00,5179,2.51,38469,7/23
PC22,striped,black,S8-3-1,248379,47703,19.21,0,0.00,9335,3.76,55054,7/23
PC22,striped,black,S8-3-2,126395,22464,17.77,0,0.00,0,0.00,27608,7/23
PC22,striped,black,S11-1-1,269848,34664,12.85,0,0.00,22462,8.32,51565,7/23
PC22,striped,black,S11-1-2,239803,32308,13.47,0,0.00,8547,3.56,44295,7/23
PC22,striped,black,S11-2-1,241311,31269,12.96,0,0.00,3629,1.50,44371,7/23
PC22,striped,black,S11-2-2,245655,33733,13.73,0,0.00,21301,8.67,45833,7/23
PC22,striped,black,S11-3-1,377591,50834,13.46,0,0.00,10120,2.68,70903,7/23
PC22,striped,black,S11-3-2,247983,36750,14.82,0,0.00,0,0.00,45862,7/23
PC22,striped,black,S23-2-1,157014,29035,18.49,0,0.00,0,0.00,25343,7/23
PO16,striped,black,S1-2-1,160776,26553,16.52,0,0.00,20217,12.57,41595,7/23
PO16,striped,black,S1-3-1,220042,39467,17.94,0,0.00,0,0.00,60549,7/23
PO16,striped,black,S2-2-1,184367,31188,16.92,15996,8.68,8208,4.45,44894,7/23
PO16,striped,black,S2-3-1,154726,21344,13.79,11031,7.13,6546,4.23,46961,7/23
PO16,striped,black,S3-1-1,169661,25618,15.10,14741,8.69,10010,5.90,42997,7/23
PO16,striped,black,S3-2-1,186214,34120,18.32,3954,2.12,7026,3.77,51664,7/23
PO16,striped,black,S3-3-1,188878,34347,18.18,0,0.00,3538,1.87,55310,7/23
PO16,striped,black,S4-1-1,222130,51231,23.06,0,0.00,9402,4.23,63111,7/23
PO16,striped,black,S4-2-1,256756,47659,18.56,0,0.00,8275,3.22,59958,7/23
